Collection Name,Block Number,Transaction Hash,Genesis Token Name,Virtual Price (USDC),Genesis Price (Virtual),Genesis Price (USDC)
afath_swap,31659535,0xb4e3c916f7152903eee08e2e503e5b427b738455126c3eff781f29e4c7eb31cc,AFATH,1.98705192,8.003e-05,0.00015902
afath_swap,31659569,0x13f78de0eba06657418b83b0400a5af9345e7a13b9425f42f50b9412e8f59103,AFATH,1.98705179,8.055e-05,0.00016005
afath_swap,31659602,0x162fbccc75456b3bb38959239cd5a6222b81e0528350e483e5f4db04908ee7d8,AFATH,1.98622891,8.108e-05,0.00016105
afath_swap,31659603,0x0b2ab73b1a1347d14625a55e0894b47af19a8c5e72c40c33282c36e6f6c00caf,AFATH,1.98604826,8.06e-05,0.00016008
afath_swap,31659706,0x81d353fc3a90617da9e2694676f25a3ffe4b941ba541b5643e5974a7965ec454,AFATH,1.98409869,8.109e-05,0.0001609
afath_swap,31659844,0xfc196fbeb1b8eda12c5f2ca7c9138e3d5ba40ff77dfaf31c07283e0b1a5d4773,AFATH,1.98409875,8.01e-05,0.00015893
afath_swap,31660039,0x14e3bf10bc6eeb35341d02ad5bb61f3997beeefb01a7b27e310f1c2b0ce6ac12,AFATH,1.98826811,7.862e-05,0.00015631
afath_swap,31660162,0x5b74e9708ef5c80c2fc9893af13f59cff5afd5850c4d47baccaa5df11f5433b1,AFATH,1.98217087,7.763e-05,0.00015387
afath_swap,31660189,0xbedc54daaaa2401d581e9f336bb49f721cba8d5fea61e0ffe371a921dcac80ac,AFATH,1.98184935,7.723e-05,0.00015306
afath_swap,31660211,0x5f1ea07792cb36af0f6eac9f749a5e0d0d5e57a44e1a950196af8ab1a07fc941,AFATH,1.98153896,7.734e-05,0.00015325
afath_swap,31660235,0xa2aa784f61d2681a97ebcd10cb886cc7e9fbf5a361802b89823cf51f762f37be,AFATH,1.97995775,7.641e-05,0.00015129
